published_at,cleaned_text,sentiment_score,sentiment,topic
2024-11-29T00:03:28Z,sagan life aquabrick spigot thomas christianson sometimes small thing big impact little salt pepper really enhance flavor boiled egg tiny cruise control make driving large vehicle much pleasant relatively tiny rudder guide mightiest ship across sometimes small thing big impact little salt pepper really enhance flavor boiled egg tiny cruise control make driving large vehicle much pleasant 8948 char container shipping,0.765,positive,container shipping
2024-11-25T10:12:27Z,man hospitalised shipping container fall forklift pasir panjang terminal 3 forklift operator hospitalised shipping container fell vehicle pasir panjang terminal 3 incident occurred 25 november 6 40 operator 37 year old man conscious transported national university forklift operator hospitalised monday 25 november shipping container fell vehicle pasir panjang terminal 3 incident occurred approximately 6 40 containe 1235 char container shipping,0.0,neutral,container shipping
2024-12-22T01:30:00Z,maritime momentum continue 2025 import demand increased past two year company largely corrected inventory navigated treacherous water maritime industry photo jim allen freightwaves chart week inbound ocean teus index custom teus index usa sonar ioti usa csteu usa u container import demand 20 two 6012 char container shipping,0.0258,positive,container shipping
2024-12-16T11:00:04Z,u left cold china russia develop arctic rand proposes familiar blunder deal rival power partnership one washington helped instigate rand corporation one influential u think tank help craft u foreign policy new paper arguing time u use divide rule strategy beijing 17635 char container shipping,0.3818,positive,container shipping
2024-11-28T14:00:00Z,microsoft flight simulator 2024 review magic turbulent cloud glanceexpert rating pro ul li breathtakingly detailed city feel photorealistic li li wonderful day night change including gorgeous sunset li li 45 new airplane helicopter including 1 1 cockpit li li msf202 skip contenttype search hit enter purchase link article may earn small commission affect editorial independence glance ul li b 14764 char container shipping,0.8271,positive,container shipping
2024-12-18T11:09:38Z,pyrex simply store 32 piece glass food storage container set 27 free shipping w 35 best price could find 9 buy walmart moresave apple watch ipads iphone gift card deal pictured 2nd gen apple airpods charging case 89 40 markdown shipping add 7 free orde 140 char container shipping,0.9287,positive,container shipping
2024-12-20T18:25:22Z,u container import continue unusually strong streak u container port recorded fourteenth consecutive month growth november inbound volume surging 13 1 year year across nation ten largest port according latest report u container port recorded fourteenth consecutive month growth november inbound volume surging 13 1 year year across nation ten largest port according lates 1942 char container shipping,0.8313,positive,container shipping
2024-12-05T18:04:28Z,satellite image show iran new drone carrier set sail leaving home port first time recent image captured blacksky show shahid bagheri missing berth iranian shipyard container ship iran spent past year turning militarized drone carrier left home port first time recent satellite imagery obtained business insider show 4095 char container shipping,-0.296,negative,container shipping
2024-12-04T23:51:34Z,13 80 10 qt performance tool oil drain container w4076 amazon amazon amazon com 10 qt performance tool oil drain container w4076 13 80 shipping free prime 35 order price 10 19 lower 42 saving list collaborative space allows user contribute additional information tip insight enhance original deal post feel free share knowledge help fellow shopper make infor 26 char container shipping,0.9601,positive,container shipping
2024-12-06T21:43:01Z,eu containership emission stagnate despite industry claim progress european containership showing improvement pollution level per container compared six year ago according new report transport environment e despite industry assertion european containership showing improvement pollution level per container compared six year ago according new report transport amp environment amp e despite industry 1918 char container shipping,0.5673,positive,container shipping
2024-12-03T14:30:00Z,company consider moving transaction ledger public blockchain several rationale way financial transaction zain jaffer founder president zain venture family office invests real estate proptech getty early october 2024 electronic banking network bank america 5114 char container shipping,0.0,neutral,container shipping
2024-12-12T23:47:09Z,removed removed removed container shipping,0.0,neutral,container shipping
2024-11-28T08:22:47Z,attica bank pancreta bank shipping financing esg criterion attica bank pancreta bank advanced first shipping financing linked sustainable environmental criterion shipping company stem shipping co financing concern two sister eco type dry cargo attica bank pancreta bank shipping financin attica bank pancreta bank advanced first shipping financing linked sustainable environmental criterion shipping company stem shipping co financing concern two sister eco 1279 char container shipping,0.4588,positive,container shipping
